booking_id,user_id,show_id,booking_date,total_tickets,payment_status,booking_status,ticket_price,movie_id,theatre_id,seats_booked,show_time,theatre_name
BK_202,US_1,SH_3243,"2024-10-12 15:24:23",4,Completed,Successful,450,MV_2,TH_2,4,12:30:00,"Carnival Cinemas"
BK_203,US_3,SH_341,"2024-01-25 6:59:27",2,Completed,Successful,600,MV_3,TH_3,2,15:00:00,Cinepolis
BK_204,US_3,SH_5656,"2025-08-14 0:08:16",1,Completed,Successful,800,MV_4,TH_4,1,18:30:00,"Wave Cinemas"
BK_205,US_3,SH_2918,"2024-05-23 4:20:54",1,Completed,Successful,500,MV_5,TH_5,1,21:45:00,INOX
BK_206,US_3,SH_4455,"2024-05-03 7:17:31",2,Completed,Successful,250,MV_6,TH_1,2,09:00:00,"Miraj Cinemas"
BK_207,US_2,SH_1378,"2025-04-08 20:37:15",1,Completed,Successful,450,MV_7,TH_2,1,12:30:00,"PVR Cinemas"
BK_208,US_3,SH_642,"2024-12-31 13:12:52",1,Completed,Successful,600,MV_8,TH_3,1,15:00:00,"Carnival Cinemas"
BK_209,US_1,SH_3892,"2025-06-01 13:33:17",2,Completed,Successful,800,MV_9,TH_4,2,18:30:00,Cinepolis
BK_210,US_2,SH_3356,"2025-09-15 4:31:53",2,Completed,Successful,500,MV_10,TH_5,2,21:45:00,"Wave Cinemas"
BK_211,US_2,SH_80,"2024-01-18 3:53:16",1,Completed,Successful,250,MV_1,TH_1,1,09:00:00,"PVR Cinemas"
BK_212,US_2,SH_952,"2025-09-07 4:41:17",1,Failed,Cancelled,450,MV_2,TH_2,1,12:30:00,"Carnival Cinemas"
BK_213,US_2,SH_2349,"2024-10-02 18:06:07",4,Completed,Successful,600,MV_3,TH_3,4,15:00:00,Cinepolis
BK_214,US_1,SH_3505,"2024-08-20 0:52:39",2,Completed,Successful,800,MV_4,TH_4,2,18:30:00,"Wave Cinemas"
BK_215,US_4,SH_1633,"2025-05-22 19:10:49",1,Failed,Cancelled,500,MV_5,TH_5,1,21:45:00,INOX
BK_216,US_1,SH_1571,"2024-10-24 19:33:22",1,Completed,Successful,250,MV_6,TH_1,1,09:00:00,"Miraj Cinemas"
BK_217,US_3,SH_7450,"2024-01-02 16:46:15",4,Completed,Successful,450,MV_7,TH_2,4,12:30:00,"PVR Cinemas"
BK_218,US_3,SH_4246,"2025-04-08 14:28:56",4,Failed,Cancelled,600,MV_8,TH_3,4,15:00:00,"Carnival Cinemas"
BK_219,US_4,SH_6478,"2025-09-29 7:17:52",4,Completed,Successful,800,MV_9,TH_4,4,18:30:00,Cinepolis
BK_220,US_1,SH_6919,"2025-03-29 3:10:18",4,Pending,Pending,500,MV_10,TH_5,4,21:45:00,"Wave Cinemas"
BK_221,US_6,SH_2284,"2024-10-29 10:19:36",4,Failed,Cancelled,250,MV_1,TH_1,4,09:00:00,"PVR Cinemas"
BK_222,US_3,SH_6311,"2025-02-01 22:49:04",1,Completed,Successful,450,MV_2,TH_2,1,12:30:00,"Carnival Cinemas"
BK_223,US_1,SH_4140,"2025-09-26 10:16:47",2,Pending,Pending,600,MV_3,TH_3,2,15:00:00,Cinepolis
BK_224,US_2,SH_8830,"2024-08-31 5:10:49",1,Completed,Successful,800,MV_4,TH_4,1,18:30:00,"Wave Cinemas"
BK_225,US_2,SH_8713,"2024-02-25 12:05:39",1,Completed,Successful,500,MV_5,TH_5,1,21:45:00,INOX
BK_226,US_2,SH_1641,"2024-07-29 9:27:59",4,Completed,Successful,250,MV_6,TH_1,4,09:00:00,"Miraj Cinemas"
BK_227,US_2,SH_4008,"2024-03-17 10:58:52",3,Completed,Successful,450,MV_7,TH_2,3,12:30:00,"PVR Cinemas"
BK_228,US_5,SH_7830,"2025-01-16 1:38:13",2,Completed,Successful,600,MV_8,TH_3,2,15:00:00,"Carnival Cinemas"
BK_229,US_1,SH_9545,"2025-02-25 13:37:25",1,Completed,Successful,800,MV_9,TH_4,1,18:30:00,Cinepolis
BK_230,US_1,SH_988,"2024-02-02 1:15:51",1,Completed,Successful,500,MV_10,TH_5,1,21:45:00,"Wave Cinemas"
BK_231,US_4,SH_9652,"2024-11-06 13:43:17",2,Completed,Successful,250,MV_1,TH_1,2,09:00:00,"PVR Cinemas"
BK_232,US_2,SH_7737,"2025-09-04 14:25:54",1,Completed,Successful,450,MV_2,TH_2,1,12:30:00,"Carnival Cinemas"
BK_233,US_2,SH_555,"2024-02-03 5:23:41",2,Completed,Successful,600,MV_3,TH_3,2,15:00:00,Cinepolis
BK_234,US_3,SH_2527,"2025-06-30 5:58:53",1,Completed,Successful,800,MV_4,TH_4,1,18:30:00,"Wave Cinemas"
BK_235,US_4,SH_5791,"2024-07-30 1:30:43",1,Completed,Successful,500,MV_5,TH_5,1,21:45:00,INOX
BK_236,US_4,SH_3567,"2024-04-02 18:08:38",2,Completed,Successful,250,MV_6,TH_1,2,09:00:00,"Miraj Cinemas"
BK_237,US_1,SH_8670,"2025-06-16 18:25:45",4,Completed,Successful,450,MV_7,TH_2,4,12:30:00,"PVR Cinemas"
BK_238,US_7,SH_2541,"2024-03-08 23:57:33",4,Completed,Successful,600,MV_8,TH_3,4,15:00:00,"Carnival Cinemas"
BK_239,US_3,SH_9536,"2025-08-19 18:48:59",1,Pending,Pending,800,MV_9,TH_4,1,18:30:00,Cinepolis
BK_240,US_3,SH_9806,"2025-09-25 5:56:10",2,Pending,Pending,500,MV_10,TH_5,2,21:45:00,"Wave Cinemas"
BK_241,US_2,SH_3405,"2024-09-02 4:15:27",3,Completed,Successful,250,MV_1,TH_1,3,09:00:00,"PVR Cinemas"
BK_242,US_3,SH_6960,"2024-07-24 18:28:21",2,Completed,Successful,450,MV_2,TH_2,2,12:30:00,"Carnival Cinemas"
BK_243,US_2,SH_4203,"2024-11-22 0:02:22",4,Completed,Successful,600,MV_3,TH_3,4,15:00:00,Cinepolis
BK_244,US_4,SH_3330,"2024-07-31 22:24:26",4,Failed,Cancelled,800,MV_4,TH_4,4,18:30:00,"Wave Cinemas"
BK_245,US_2,SH_7782,"2024-02-03 13:51:20",3,Completed,Successful,500,MV_5,TH_5,3,21:45:00,INOX
BK_246,US_1,SH_1289,"2024-09-25 11:12:23",2,Completed,Successful,250,MV_6,TH_1,2,09:00:00,"Miraj Cinemas"
BK_247,US_1,SH_8679,"2025-02-21 20:33:10",3,Completed,Successful,450,MV_7,TH_2,3,12:30:00,"PVR Cinemas"
BK_248,US_7,SH_7616,"2024-05-01 3:20:03",3,Completed,Successful,600,MV_8,TH_3,3,15:00:00,"Carnival Cinemas"
BK_249,US_2,SH_5092,"2024-10-27 19:03:02",4,Completed,Successful,800,MV_9,TH_4,4,18:30:00,Cinepolis
BK_250,US_4,SH_7920,"2024-11-26 14:50:35",3,Completed,Successful,500,MV_10,TH_5,3,21:45:00,"Wave Cinemas"
BK_251,US_1,SH_9006,"2025-08-26 1:10:52",2,Completed,Successful,250,MV_1,TH_1,2,09:00:00,"PVR Cinemas"
BK_252,US_4,SH_7387,"2024-03-03 22:34:17",1,Completed,Successful,450,MV_2,TH_2,1,12:30:00,"Carnival Cinemas"
BK_253,US_1,SH_5128,"2024-01-23 4:08:12",2,Completed,Successful,600,MV_3,TH_3,2,15:00:00,Cinepolis
BK_254,US_4,SH_2473,"2024-07-08 22:03:02",3,Completed,Successful,800,MV_4,TH_4,3,18:30:00,"Wave Cinemas"
BK_255,US_2,SH_6678,"2025-06-06 9:07:00",1,Completed,Successful,500,MV_5,TH_5,1,21:45:00,INOX
BK_256,US_2,SH_9468,"2025-08-16 18:42:46",2,Completed,Successful,250,MV_6,TH_1,2,09:00:00,"Miraj Cinemas"
BK_257,US_2,SH_258,"2025-09-21 16:24:45",4,Completed,Successful,450,MV_7,TH_2,4,12:30:00,"PVR Cinemas"
BK_258,US_3,SH_5376,"2025-01-13 19:39:32",3,Completed,Successful,600,MV_8,TH_3,3,15:00:00,"Carnival Cinemas"
BK_259,US_1,SH_2062,"2025-06-27 3:28:12",2,Completed,Successful,800,MV_9,TH_4,2,18:30:00,Cinepolis
BK_260,US_3,SH_455,"2025-01-07 23:18:04",4,Completed,Successful,500,MV_10,TH_5,4,21:45:00,"Wave Cinemas"
BK_261,US_3,SH_3544,"2025-01-30 15:31:34",4,Completed,Successful,250,MV_1,TH_1,4,09:00:00,"PVR Cinemas"
BK_262,US_4,SH_4563,"2024-02-13 13:38:47",2,Completed,Successful,450,MV_2,TH_2,2,12:30:00,"Carnival Cinemas"
BK_263,US_4,SH_7012,"2025-09-13 18:15:50",4,Completed,Successful,600,MV_3,TH_3,4,15:00:00,Cinepolis
BK_264,US_3,SH_9169,"2025-07-01 1:12:34",3,Completed,Successful,800,MV_4,TH_4,3,18:30:00,"Wave Cinemas"
BK_265,US_1,SH_1825,"2024-02-18 5:11:37",1,Completed,Successful,500,MV_5,TH_5,1,21:45:00,INOX
BK_266,US_2,SH_2989,"2024-10-08 18:27:04",1,Completed,Successful,250,MV_6,TH_1,1,09:00:00,"Miraj Cinemas"
BK_267,US_1,SH_6522,"2024-08-18 18:22:57",1,Completed,Successful,450,MV_7,TH_2,1,12:30:00,"PVR Cinemas"
BK_268,US_1,SH_6728,"2025-01-26 10:39:36",3,Failed,Cancelled,600,MV_8,TH_3,3,15:00:00,"Carnival Cinemas"
BK_269,US_3,SH_8542,"2025-04-18 3:51:41",3,Completed,Successful,800,MV_9,TH_4,3,18:30:00,Cinepolis
BK_270,US_2,SH_2054,"2025-01-01 20:18:09",4,Completed,Successful,500,MV_10,TH_5,4,21:45:00,"Wave Cinemas"
BK_271,US_3,SH_5449,"2024-07-16 13:13:05",2,Pending,Pending,250,MV_1,TH_1,2,09:00:00,"PVR Cinemas"
BK_272,US_4,SH_1681,"2024-12-14 17:26:46",1,Completed,Successful,450,MV_2,TH_2,1,12:30:00,"Carnival Cinemas"
BK_273,US_2,SH_3530,"2025-06-23 2:09:28",1,Completed,Successful,600,MV_3,TH_3,1,15:00:00,Cinepolis
BK_274,US_2,SH_730,"2024-12-15 12:52:57",4,Completed,Successful,800,MV_4,TH_4,4,18:30:00,"Wave Cinemas"
BK_275,US_2,SH_6484,"2024-03-28 14:36:11",3,Completed,Successful,500,MV_5,TH_5,3,21:45:00,INOX
BK_276,US_1,SH_5314,"2024-11-21 22:25:44",2,Pending,Pending,250,MV_6,TH_1,2,09:00:00,"Miraj Cinemas"
BK_277,US_2,SH_3008,"2025-01-16 9:07:42",2,Completed,Successful,450,MV_7,TH_2,2,12:30:00,"PVR Cinemas"
BK_278,US_3,SH_7568,"2024-06-25 10:35:35",2,Completed,Successful,600,MV_8,TH_3,2,15:00:00,"Carnival Cinemas"
BK_279,US_5,SH_8361,"2024-08-28 4:29:27",1,Completed,Successful,800,MV_9,TH_4,1,18:30:00,Cinepolis
BK_280,US_3,SH_313,"2025-10-08 17:32:42",3,Pending,Pending,500,MV_10,TH_5,3,21:45:00,"Wave Cinemas"
BK_281,US_3,SH_6707,"2025-10-28 12:31:06",2,Completed,Successful,250,MV_1,TH_1,2,09:00:00,"PVR Cinemas"
BK_282,US_2,SH_1633,"2025-03-03 15:00:47",4,Completed,Successful,450,MV_2,TH_2,4,12:30:00,"Carnival Cinemas"
BK_283,US_1,SH_1961,"2025-05-03 18:02:49",1,Completed,Successful,600,MV_3,TH_3,1,15:00:00,Cinepolis
BK_284,US_1,SH_9360,"2024-12-29 16:32:34",3,Completed,Successful,800,MV_4,TH_4,3,18:30:00,"Wave Cinemas"
BK_285,US_6,SH_7871,"2024-07-31 21:51:46",2,Completed,Successful,500,MV_5,TH_5,2,21:45:00,INOX
BK_286,US_2,SH_9889,"2024-06-29 12:33:04",3,Failed,Cancelled,250,MV_6,TH_1,3,09:00:00,"Miraj Cinemas"
BK_287,US_4,SH_5676,"2025-11-15 1:13:28",1,Completed,Successful,450,MV_7,TH_2,1,12:30:00,"PVR Cinemas"
BK_288,US_2,SH_2336,"2025-06-03 11:27:35",1,Completed,Successful,600,MV_8,TH_3,1,15:00:00,"Carnival Cinemas"
BK_289,US_1,SH_6639,"2025-11-06 4:51:30",2,Completed,Successful,800,MV_9,TH_4,2,18:30:00,Cinepolis
BK_290,US_2,SH_1412,"2024-07-06 12:12:32",3,Completed,Successful,500,MV_10,TH_5,3,21:45:00,"Wave Cinemas"
BK_291,US_1,SH_2846,"2024-04-25 10:21:17",3,Completed,Successful,250,MV_1,TH_1,3,09:00:00,"PVR Cinemas"
BK_292,US_2,SH_9767,"2024-04-09 18:33:50",3,Completed,Successful,450,MV_2,TH_2,3,12:30:00,"Carnival Cinemas"
BK_293,US_1,SH_2826,"2025-04-04 23:11:02",3,Pending,Pending,600,MV_3,TH_3,3,15:00:00,Cinepolis
BK_294,US_3,SH_4624,"2025-03-29 18:31:06",2,Completed,Successful,800,MV_4,TH_4,2,18:30:00,"Wave Cinemas"
BK_295,US_3,SH_1497,"2024-02-05 2:57:36",1,Completed,Successful,500,MV_5,TH_5,1,21:45:00,INOX
BK_296,US_3,SH_6645,"2025-01-07 7:21:44",1,Completed,Successful,250,MV_6,TH_1,1,09:00:00,"Miraj Cinemas"
BK_297,US_2,SH_5477,"2025-11-11 22:00:10",3,Completed,Successful,450,MV_7,TH_2,3,12:30:00,"PVR Cinemas"
BK_298,US_5,SH_2832,"2025-07-02 19:48:51",1,Completed,Successful,600,MV_8,TH_3,1,15:00:00,"Carnival Cinemas"
BK_299,US_4,SH_5292,"2025-10-05 9:07:16",1,Completed,Successful,800,MV_9,TH_4,1,18:30:00,Cinepolis
BK_300,US_4,SH_9790,"2025-11-03 0:26:49",1,Completed,Successful,500,MV_10,TH_5,1,21:45:00,"Wave Cinemas"
BK_301,US_4,SH_116,"2025-01-10 16:32:46",3,Completed,Successful,250,MV_1,TH_1,3,09:00:00,"PVR Cinemas"
BK_302,US_1,SH_81,"2025-03-16 9:59:51",3,Completed,Successful,450,MV_2,TH_2,3,12:30:00,"Carnival Cinemas"
BK_303,US_2,SH_5661,"2024-08-12 9:00:45",4,Completed,Successful,600,MV_3,TH_3,4,15:00:00,Cinepolis
BK_304,US_1,SH_5154,"2024-05-05 13:14:12",4,Completed,Successful,800,MV_4,TH_4,4,18:30:00,"Wave Cinemas"
BK_305,US_4,SH_3736,"2025-04-29 14:55:52",3,Completed,Successful,500,MV_5,TH_5,3,21:45:00,INOX
BK_306,US_3,SH_7056,"2024-02-29 13:42:41",4,Completed,Successful,250,MV_6,TH_1,4,09:00:00,"Miraj Cinemas"
BK_307,US_1,SH_1275,"2025-04-01 18:41:36",4,Pending,Pending,450,MV_7,TH_2,4,12:30:00,"PVR Cinemas"
BK_308,US_2,SH_6056,"2024-12-07 21:01:40",4,Completed,Successful,600,MV_8,TH_3,4,15:00:00,"Carnival Cinemas"
BK_309,US_4,SH_3089,"2025-03-09 20:43:48",3,Completed,Successful,800,MV_9,TH_4,3,18:30:00,Cinepolis
BK_310,US_3,SH_7774,"2025-03-07 14:04:16",2,Completed,Successful,500,MV_10,TH_5,2,21:45:00,"Wave Cinemas"
BK_311,US_3,SH_3281,"2025-07-29 7:49:37",1,Completed,Successful,250,MV_1,TH_1,1,09:00:00,"PVR Cinemas"
BK_312,US_3,SH_3129,"2024-11-08 15:07:13",3,Pending,Pending,450,MV_2,TH_2,3,12:30:00,"Carnival Cinemas"
BK_313,US_2,SH_183,"2024-09-09 8:45:02",1,Completed,Successful,600,MV_3,TH_3,1,15:00:00,Cinepolis
BK_314,US_4,SH_2709,"2025-11-30 2:42:07",2,Completed,Successful,800,MV_4,TH_4,2,18:30:00,"Wave Cinemas"
BK_315,US_3,SH_3464,"2024-08-08 13:20:16",1,Completed,Successful,500,MV_5,TH_5,1,21:45:00,INOX
BK_316,US_2,SH_6742,"2025-11-17 6:55:46",2,Completed,Successful,250,MV_6,TH_1,2,09:00:00,"Miraj Cinemas"
BK_317,US_1,SH_8780,"2024-08-23 19:03:29",3,Completed,Successful,450,MV_7,TH_2,3,12:30:00,"PVR Cinemas"
BK_318,US_2,SH_1702,"2024-01-05 11:21:30",1,Completed,Successful,600,MV_8,TH_3,1,15:00:00,"Carnival Cinemas"
BK_319,US_3,SH_3206,"2024-10-28 6:41:08",4,Completed,Successful,800,MV_9,TH_4,4,18:30:00,Cinepolis
BK_320,US_6,SH_6839,"2025-06-05 16:25:02",1,Pending,Pending,500,MV_10,TH_5,1,21:45:00,"Wave Cinemas"
BK_321,US_1,SH_50,"2024-12-30 14:51:48",1,Completed,Successful,250,MV_1,TH_1,1,09:00:00,"PVR Cinemas"
BK_322,US_3,SH_2436,"2025-12-25 21:21:59",2,Failed,Cancelled,450,MV_2,TH_2,2,12:30:00,"Carnival Cinemas"
BK_323,US_2,SH_6902,"2025-04-10 4:20:14",3,Failed,Cancelled,600,MV_3,TH_3,3,15:00:00,Cinepolis
BK_324,US_1,SH_5945,"2025-04-19 0:31:12",4,Pending,Pending,800,MV_4,TH_4,4,18:30:00,"Wave Cinemas"
BK_325,US_4,SH_3776,"2025-05-11 7:32:29",3,Completed,Successful,500,MV_5,TH_5,3,21:45:00,INOX
BK_326,US_2,SH_1538,"2025-09-28 12:57:51",3,Completed,Successful,250,MV_6,TH_1,3,09:00:00,"Miraj Cinemas"
BK_327,US_1,SH_3470,"2024-05-30 17:22:52",3,Completed,Successful,450,MV_7,TH_2,3,12:30:00,"PVR Cinemas"
BK_328,US_3,SH_6332,"2025-11-08 17:07:06",2,Completed,Successful,600,MV_8,TH_3,2,15:00:00,"Carnival Cinemas"
BK_329,US_2,SH_8628,"2025-11-15 23:56:06",1,Completed,Successful,800,MV_9,TH_4,1,18:30:00,Cinepolis
BK_330,US_2,SH_8180,"2024-11-05 7:06:00",3,Completed,Successful,500,MV_10,TH_5,3,21:45:00,"Wave Cinemas"
BK_331,US_5,SH_51,"2024-01-19 7:13:35",2,Completed,Successful,250,MV_1,TH_1,2,09:00:00,"PVR Cinemas"
BK_332,US_3,SH_1899,"2025-12-02 17:09:41",4,Completed,Successful,450,MV_2,TH_2,4,12:30:00,"Carnival Cinemas"
BK_333,US_1,SH_5663,"2024-10-28 3:57:41",2,Completed,Successful,600,MV_3,TH_3,2,15:00:00,Cinepolis
BK_334,US_4,SH_6872,"2025-01-05 5:14:52",4,Completed,Successful,800,MV_4,TH_4,4,18:30:00,"Wave Cinemas"
BK_335,US_1,SH_4812,"2025-07-19 9:30:13",4,Completed,Successful,500,MV_5,TH_5,4,21:45:00,INOX
BK_336,US_3,SH_3647,"2024-11-30 3:24:20",1,Failed,Cancelled,250,MV_6,TH_1,1,09:00:00,"Miraj Cinemas"
BK_337,US_2,SH_4120,"2025-05-23 17:41:22",3,Failed,Cancelled,450,MV_7,TH_2,3,12:30:00,"PVR Cinemas"
BK_338,US_1,SH_1322,"2025-09-29 4:18:16",4,Failed,Cancelled,600,MV_8,TH_3,4,15:00:00,"Carnival Cinemas"
BK_339,US_2,SH_3948,"2025-12-12 6:41:22",3,Completed,Successful,800,MV_9,TH_4,3,18:30:00,Cinepolis
BK_340,US_4,SH_171,"2025-01-04 0:03:55",2,Completed,Successful,500,MV_10,TH_5,2,21:45:00,"Wave Cinemas"
BK_341,US_2,SH_7176,"2025-12-27 3:58:11",4,Failed,Cancelled,250,MV_1,TH_1,4,09:00:00,"PVR Cinemas"
BK_342,US_4,SH_9236,"2024-08-12 0:34:24",1,Completed,Successful,450,MV_2,TH_2,1,12:30:00,"Carnival Cinemas"
BK_343,US_4,SH_6017,"2024-12-04 3:36:31",2,Completed,Successful,600,MV_3,TH_3,2,15:00:00,Cinepolis
BK_344,US_1,SH_682,"2025-02-18 8:08:54",4,Completed,Successful,800,MV_4,TH_4,4,18:30:00,"Wave Cinemas"
BK_345,US_7,SH_3429,"2025-03-01 11:10:32",3,Completed,Successful,500,MV_5,TH_5,3,21:45:00,INOX
BK_346,US_3,SH_3678,"2024-03-21 2:11:30",4,Failed,Cancelled,250,MV_6,TH_1,4,09:00:00,"Miraj Cinemas"
BK_347,US_1,SH_6431,"2024-06-25 4:01:06",2,Completed,Successful,450,MV_7,TH_2,2,12:30:00,"PVR Cinemas"
BK_348,US_1,SH_7674,"2024-07-29 7:02:56",4,Completed,Successful,600,MV_8,TH_3,4,15:00:00,"Carnival Cinemas"
BK_349,US_6,SH_7145,"2024-03-12 4:17:06",1,Completed,Successful,800,MV_9,TH_4,1,18:30:00,Cinepolis
BK_350,US_2,SH_6538,"2025-09-24 7:20:13",3,Completed,Successful,500,MV_10,TH_5,3,21:45:00,"Wave Cinemas"
BK_351,US_1,SH_1630,"2025-04-26 4:29:08",4,Completed,Successful,250,MV_1,TH_1,4,09:00:00,"PVR Cinemas"
BK_352,US_2,SH_4690,"2025-05-06 18:15:21",4,Completed,Successful,450,MV_2,TH_2,4,12:30:00,"Carnival Cinemas"
BK_353,US_4,SH_2196,"2024-02-20 20:17:26",2,Completed,Successful,600,MV_3,TH_3,2,15:00:00,Cinepolis
BK_354,US_2,SH_2177,"2025-06-06 1:57:34",2,Completed,Successful,800,MV_4,TH_4,2,18:30:00,"Wave Cinemas"
BK_355,US_2,SH_9031,"2025-07-09 0:33:13",3,Completed,Successful,500,MV_5,TH_5,3,21:45:00,INOX
BK_356,US_1,SH_1912,"2024-10-31 14:58:30",3,Completed,Successful,250,MV_6,TH_1,3,09:00:00,"Miraj Cinemas"
BK_357,US_3,SH_8201,"2025-02-13 1:56:13",3,Completed,Successful,450,MV_7,TH_2,3,12:30:00,"PVR Cinemas"
BK_358,US_2,SH_6137,"2024-03-17 23:09:46",1,Completed,Successful,600,MV_8,TH_3,1,15:00:00,"Carnival Cinemas"
BK_359,US_2,SH_5470,"2024-11-03 3:38:35",1,Completed,Successful,800,MV_9,TH_4,1,18:30:00,Cinepolis
BK_360,US_2,SH_4723,"2025-10-15 19:23:42",4,Completed,Successful,500,MV_10,TH_5,4,21:45:00,"Wave Cinemas"
BK_361,US_2,SH_8685,"2024-11-22 0:04:51",4,Pending,Pending,250,MV_1,TH_1,4,09:00:00,"PVR Cinemas"
BK_362,US_2,SH_5827,"2025-01-29 20:31:36",2,Completed,Successful,450,MV_2,TH_2,2,12:30:00,"Carnival Cinemas"
BK_363,US_2,SH_6362,"2025-11-02 10:14:48",1,Completed,Successful,600,MV_3,TH_3,1,15:00:00,Cinepolis
BK_364,US_2,SH_6758,"2024-11-22 0:12:39",1,Completed,Successful,800,MV_4,TH_4,1,18:30:00,"Wave Cinemas"
BK_365,US_2,SH_142,"2025-07-05 0:28:56",2,Completed,Successful,500,MV_5,TH_5,2,21:45:00,INOX
BK_366,US_3,SH_5344,"2024-06-02 4:17:36",4,Completed,Successful,250,MV_6,TH_1,4,09:00:00,"Miraj Cinemas"
BK_367,US_3,SH_8367,"2024-07-28 21:32:35",4,Completed,Successful,450,MV_7,TH_2,4,12:30:00,"PVR Cinemas"
BK_368,US_3,SH_3440,"2025-02-13 10:40:30",2,Completed,Successful,600,MV_8,TH_3,2,15:00:00,"Carnival Cinemas"
BK_369,US_2,SH_8785,"2024-03-12 9:23:55",3,Completed,Successful,800,MV_9,TH_4,3,18:30:00,Cinepolis
BK_370,US_3,SH_6370,"2025-12-25 13:17:20",2,Completed,Successful,500,MV_10,TH_5,2,21:45:00,"Wave Cinemas"
BK_371,US_1,SH_9805,"2025-04-08 14:46:34",4,Pending,Pending,250,MV_1,TH_1,4,09:00:00,"PVR Cinemas"
BK_372,US_3,SH_4288,"2024-02-19 10:41:14",1,Completed,Successful,450,MV_2,TH_2,1,12:30:00,"Carnival Cinemas"
BK_373,US_2,SH_1204,"2025-05-25 6:27:13",1,Completed,Successful,600,MV_3,TH_3,1,15:00:00,Cinepolis
BK_374,US_1,SH_4782,"2024-11-20 16:19:30",2,Completed,Successful,800,MV_4,TH_4,2,18:30:00,"Wave Cinemas"
BK_375,US_1,SH_4864,"2025-01-28 3:33:54",4,Failed,Cancelled,500,MV_5,TH_5,4,21:45:00,INOX
BK_376,US_3,SH_3459,"2025-07-21 4:13:07",3,Completed,Successful,250,MV_6,TH_1,3,09:00:00,"Miraj Cinemas"
BK_377,US_1,SH_6449,"2025-09-18 4:24:31",2,Completed,Successful,450,MV_7,TH_2,2,12:30:00,"PVR Cinemas"
BK_378,US_3,SH_8650,"2024-10-20 9:05:32",2,Completed,Successful,600,MV_8,TH_3,2,15:00:00,"Carnival Cinemas"
BK_379,US_4,SH_7607,"2025-10-07 3:25:50",2,Completed,Successful,800,MV_9,TH_4,2,18:30:00,Cinepolis
BK_380,US_1,SH_2993,"2025-03-04 15:13:45",2,Completed,Successful,500,MV_10,TH_5,2,21:45:00,"Wave Cinemas"
BK_381,US_4,SH_4733,"2025-09-28 11:08:50",4,Completed,Successful,250,MV_1,TH_1,4,09:00:00,"PVR Cinemas"
BK_382,US_1,SH_9987,"2025-03-07 13:23:46",1,Completed,Successful,450,MV_2,TH_2,1,12:30:00,"Carnival Cinemas"
BK_383,US_7,SH_8238,"2024-01-17 1:25:07",4,Completed,Successful,600,MV_3,TH_3,4,15:00:00,Cinepolis
BK_384,US_3,SH_3364,"2024-12-14 20:30:29",4,Pending,Pending,800,MV_4,TH_4,4,18:30:00,"Wave Cinemas"
BK_385,US_3,SH_1438,"2024-04-21 0:18:54",3,Completed,Successful,500,MV_5,TH_5,3,21:45:00,INOX
BK_386,US_5,SH_5610,"2025-07-14 2:26:47",4,Completed,Successful,250,MV_6,TH_1,4,09:00:00,"Miraj Cinemas"
BK_387,US_1,SH_6370,"2025-06-19 13:44:42",4,Failed,Cancelled,450,MV_7,TH_2,4,12:30:00,"PVR Cinemas"
BK_388,US_2,SH_5531,"2024-07-08 8:18:51",1,Completed,Successful,600,MV_8,TH_3,1,15:00:00,"Carnival Cinemas"
BK_389,US_2,SH_8472,"2025-08-18 15:35:30",3,Completed,Successful,800,MV_9,TH_4,3,18:30:00,Cinepolis
BK_390,US_1,SH_9743,"2025-01-02 19:12:25",3,Completed,Successful,500,MV_10,TH_5,3,21:45:00,"Wave Cinemas"
BK_391,US_2,SH_8322,"2025-11-14 11:20:36",1,Completed,Successful,250,MV_1,TH_1,1,09:00:00,"PVR Cinemas"
BK_392,US_3,SH_357,"2025-11-24 8:12:26",4,Completed,Successful,450,MV_2,TH_2,4,12:30:00,"Carnival Cinemas"
BK_393,US_1,SH_6724,"2025-06-11 9:19:03",4,Completed,Successful,600,MV_3,TH_3,4,15:00:00,Cinepolis
BK_394,US_4,SH_3395,"2024-10-19 22:51:47",4,Completed,Successful,800,MV_4,TH_4,4,18:30:00,"Wave Cinemas"
BK_395,US_4,SH_5975,"2025-01-26 13:04:33",3,Completed,Successful,500,MV_5,TH_5,3,21:45:00,INOX
BK_396,US_2,SH_2890,"2025-11-08 8:07:48",4,Completed,Successful,250,MV_6,TH_1,4,09:00:00,"Miraj Cinemas"
BK_397,US_2,SH_1071,"2025-06-28 12:08:38",4,Completed,Successful,450,MV_7,TH_2,4,12:30:00,"PVR Cinemas"
BK_398,US_5,SH_7647,"2024-05-17 2:52:12",4,Completed,Successful,600,MV_8,TH_3,4,15:00:00,"Carnival Cinemas"
BK_399,US_4,SH_167,"2024-01-13 15:51:29",1,Failed,Cancelled,800,MV_9,TH_4,1,18:30:00,Cinepolis
BK_400,US_4,SH_4380,"2024-11-01 22:50:06",4,Completed,Successful,500,MV_10,TH_5,4,21:45:00,"Wave Cinemas"
BK_401,US_3,SH_9531,"2024-07-29 20:00:05",2,Completed,Successful,250,MV_1,TH_1,2,09:00:00,"PVR Cinemas"
BK_402,US_2,SH_3064,"2024-02-25 1:05:52",4,Completed,Successful,450,MV_2,TH_2,4,12:30:00,"Carnival Cinemas"
BK_403,US_3,SH_4117,"2025-01-26 5:32:44",3,Pending,Pending,600,MV_3,TH_3,3,15:00:00,Cinepolis
